ID,Folder name,File name,File extension,#,"Last Word after last "" """,Date values,"Count # Col with "" """,PK#,Dates RPT,Dates,Dates (FI) ~See Function,*Mix*,*R2*,*Greta*,*Wato*,?President*,?Bat*,?PM*,*Today*,Day of Week,Week #,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,#.1,Weekday,ISO Week #
7376,G:\MP3,The squwer PM Mix 240221,mp3,11020,240221,24/02/2021,4,MP3/11020,Mi/x /24,24/02/2021,24/02/2021, Mix, , , , , , PM, ,Thursday,8,The , squwer, PM, Mix,,,11020,Thursday,8
7377,G:\MP3,Lawrence Monsanto Ferlinghetti  at 101 San Fransisco -Elaine Katzenberger La Pocha Nostra Today 240221,mp3,6227,240221,24/02/2021,14,MP3/6227,To/da/y,24/02/2021,24/02/2021, , , , , , , , Today,Thursday,8,Lawrence , Monsanto, Ferlinghetti, , at,101,6227,Thursday,8
7378,G:\MP3,Liam & Stormzy 240221,mp3,6321,240221,24/02/2021,3,MP3/6321,St/or/mz,24/02/2021,24/02/2021, , , , , , , , ,Thursday,8,Liam , &, Stormzy,,,,6321,Thursday,8
7379,G:\MP3,Today 240221,mp3,11360,240221,24/02/2021,1,MP3/11360,,24/02/2021,24/02/2021, , , , , , , ,Today ,Thursday,8,Today ,,,,,,11360,Thursday,8
7380,G:\MP3,Lawrence Monsanto Ferlinghetti  at 101 San Fransisco -Elaine Katzenberger La Pocha Nostra Today Mix  240221(96kbps),mp3,6229,240221(96kbps),24/02/2022,16,MP3/6229,24/02/2002,24/02/2022, , Mix, , , , , , , Today,Friday,8,Lawrence , Monsanto, Ferlinghetti, , at,101,6229,Friday,8
7381,G:\MP3,Guilgood Sir John Jenner Reeth Randomizer R4 240233 (1),mp3,4611,-1,24/02/2033,8,MP3/4611,24/02/1933,24/02/2033, , , , , , , , , ,Friday,8,Guilgood , Sir, John, Jenner, Reeth, Randomizer,4611,Friday,8
7382,G:\MP3,Guilgood Sir John Jenner Reeth Randomizer R4 240233,mp3,4612,240233,24/02/2033,7,MP3/4612,R4/ 2/40,24/02/2033,24/02/2033, , , , , , , , ,Friday,8,Guilgood , Sir, John, Jenner, Reeth, Randomizer,4612,Friday,8
7383,G:\MP3,Jean-Guihen Queyras Bach for Cello 3rd Suite Movement#1 Freiburg Home Mix240320,mp3,5519,Mix240320,24/03/2020,10,MP3/5519,24/03/2020,24/03/2020,24/03/2020,Jean-Guihen Queyras Bach for Cello 3rd Suite Movement#1 Freiburg Home Mix240320, , , , , , , ,Wednesday,13,Jean-Guihen , Queyras, Bach, for, Cello, 3rd,5519,Wednesday,13
7384,G:\MP3,Sleepy Lagume Eric Coates Pianist Stephen Hough FR 240320,mp3,10095,240320,24/03/2020,8,MP3/10095,FR/ 2/40,24/03/2020,24/03/2020, , , , , , , , ,Wednesday,13,Sleepy , Lagume, Eric, Coates, Pianist, Stephen,10095,Wednesday,13
7385,G:\MP3,BBC Singers v2 Exhaust News 1800 24032023,mp3,1638,24032023,24/03/2020,6,MP3/1638,18/00/ 2,24/03/2020,24/03/2023, , , , , , , , ,Wednesday,13,BBC , Singers, v2, Exhaust, News,1800,1638,Wednesday,13
7386,G:\MP3,Palace v2 Versaille 24032023,mp3,8023,24032023,24/03/2020,3,MP3/8023,Ve/rs/ai,24/03/2020,24/03/2023, , , , , , , , ,Wednesday,13,Palace , v2, Versaille,,,,8023,Wednesday,13
7387,G:\MP3,Palace v2ab Versaille 24032023,mp3,8024,24032023,24/03/2020,3,MP3/8024,Ve/rs/ai,24/03/2020,24/03/2023, , , , , , , , ,Wednesday,13,Palace , v2ab, Versaille,,,,8024,Wednesday,13
7388,G:\MP3,Wato 24032023,mp3,12023,24032023,24/03/2020,1,MP3/12023,,24/03/2020,24/03/2023, , , ,Wato , , , , ,Wednesday,13,Wato ,,,,,,12023,Wednesday,13
7389,G:\MP3,Wato 240321,mp3,12024,240321,24/03/2021,1,MP3/12024,,24/03/2021,24/03/2021, , , ,Wato , , , , ,Thursday,12,Wato ,,,,,,12024,Thursday,12
7390,G:\MP3,Lord Blunkett v0.01  Moral Maze mix 240321,mp3,6477,240321,24/03/2021,7,MP3/6477,mi/x /24,24/03/2021,24/03/2021,Lord Blunkett v0.01  Moral Maze mix 240321, , , , , , , ,Thursday,12,Lord , Blunkett, v0.01, , Moral, Maze,6477,Thursday,12
7391,G:\MP3,Past Forward Reith Randomizer  Greg Jenner Clip R4 240322 (1),mp3,8076,-1,24/03/2022,10,MP3/8076,24/03/2022,24/03/2022,22/ (/201), , , , , , , , ,Friday,12,Past , Forward, Reith, Randomizer, , Greg,8076,Friday,12
7392,G:\MP3,World Service BBC 1300 v0.21  240322,mp3,12417,240322,24/03/2022,6,MP3/12417,24/03/2002,24/03/2022,24/03/2022, , , , , , , , ,Friday,12,World , Service, BBC,1300, v0.21, ,12417,Friday,12
7393,G:\MP3,World Service 1300 v0.2  240322,mp3,12416,240322,24/03/2022,5,MP3/12416,24/03/2002,24/03/2022,24/03/2022, , , , , , , , ,Friday,12,World , Service,1300, v0.2, ,,12416,Friday,12
7394,G:\MP3,Past Forward Reith Randomizer  Greg Jenner Clip R4 240322,mp3,8077,240322,24/03/2022,9,MP3/8077,R4/ 2/40,24/03/2022,24/03/2022, , , , , , , , ,Friday,12,Past , Forward, Reith, Randomizer, , Greg,8077,Friday,12
7395,G:\MP3,World at One v0.3 FM 240322,mp3,12415,240322,24/03/2022,5,MP3/12415,FM/ 2/40,24/03/2022,24/03/2022, , , , , , , , ,Friday,12,World , at, One, v0.3, FM,,12415,Friday,12
7396,G:\MP3,Times Radio Mariella Frostrop Vera Gissing aged 93 v0.03 Mix 240322,mp3,11279,240322,24/03/2022,10,MP3/11279,Mi/x /24,24/03/2022,24/03/2022, Mix, , , , , , , ,Friday,12,Times , Radio, Mariella, Frostrop, Vera, Gissing,11279,Friday,12
7397,G:\MP3,Greta Thunburg 240419,mp3,4572,240419,24/04/2019,2,MP3/4572,Th/un/bu,24/04/2019,24/04/2019, , ,Greta , , , , , ,Thursday,17,Greta , Thunburg,,,,,4572,Thursday,17
7398,G:\MP3,Mike Longstaff British v2 Diplomats Wato 24042023,mp3,7068,24042023,24/04/2020,6,MP3/7068,Wa/to/ 2,24/04/2020,04/20/2023, , , , Wato, , , , ,Saturday,17,Mike , Longstaff, British, v2, Diplomats, Wato,7068,Saturday,17
7399,G:\MP3,Brendan Tuff  Shape note Song of Faith PM 240420 Fri,mp3,2142,Fri,24/04/2020,10,MP3/2142,24/04/2020,24/04/2020,20/ F/20ri, , , , , , , PM, ,Saturday,17,Brendan , Tuff, , Shape, note, Song,2142,Saturday,17
7400,G:\MP3,Brenden Tuff Composer (Shape note song)  PM 240420,mp3,2143,240420,24/04/2020,8,MP3/2143,PM/ 2/40,24/04/2020,24/04/2020, , , , , , , PM, ,Saturday,17,Brenden , Tuff, Composer, (Shape, note, song),2143,Saturday,17
7401,G:\MP3,Russel of Spring played by Caroline Clemmer Pianist Today 240420,mp3,9542,240420,24/04/2020,9,MP3/9542,To/da/y,24/04/2020,24/04/2020, , , , , , , , Today,Saturday,17,Russel , of, Spring, played, by, Caroline,9542,Saturday,17
7402,G:\MP3,DC BH Edit 900 240520,mp3,3116,240520,24/05/2020,4,MP3/3116,90/0 /24,24/05/2020,24/05/2020, , , , , , , , ,Monday,21,DC , BH, Edit,900,,,3116,Monday,21
7403,G:\MP3,Primeminister Briefing 1705 News 24 Online 240520,mp3,8696,240520,24/05/2020,6,MP3/8696,On/li/ne,24/05/2020,24/05/2020, , , , , , , , ,Monday,21,Primeminister , Briefing,1705, News,24, Online,8696,Monday,21
7404,G:\MP3,Priminister Briefing 1705 News 24 Online 240520,mp3,8697,240520,24/05/2020,6,MP3/8697,On/li/ne,24/05/2020,24/05/2020, , , , , , , , ,Monday,21,Priminister , Briefing,1705, News,24, Online,8697,Monday,21
7405,G:\MP3,"Franz Liszt Consolation in D flat major, S172 No3 ON ILKLA MOOR BAHT'AT cdpdx Mix 240520",mp3,4138,240520,24/05/2020,15,MP3/4138,Mi/x /24,24/05/2020,24/05/2020, Mix, , , , , , , ,Monday,21,Franz , Liszt, Consolation, in, D, flat,4138,Monday,21
7406,G:\MP3,"Franz Liszt Consolation in D flat major, S172 No3 ON ILKLA MOOR BAHT'AT cdpdx Mix 240520 128kbps",mp3,4137,128kbps,24/05/2020,16,MP3/4137,24/05/2020,24/05/2020,28/kb/20ps, Mix, , , , , , , ,Monday,21,Franz , Liszt, Consolation, in, D, flat,4137,Monday,21
7407,G:\MP3,Virgin Galactica F 240521,mp3,11889,240521,24/05/2021,3,MP3/11889,F /24/05,24/05/2021,24/05/2021, , , , , , , , ,Tuesday,21,Virgin , Galactica, F,,,,11889,Tuesday,21
7408,G:\MP3,Susan Caduggan  Trevor Nelson 240521,mp3,10558,240521,24/05/2021,5,MP3/10558,Ne/ls/on,24/05/2021,24/05/2021, , , , , , , , ,Tuesday,21,Susan , Caduggan, , Trevor, Nelson,,10558,Tuesday,21
7409,G:\MP3,Sharon Van Etten & Angel Olsen Like I Used To 240521,mp3,9832,240521,24/05/2021,10,MP3/9832,To/ 2/40,24/05/2021,24/05/2021, , , , , , , , ,Tuesday,21,Sharon , Van, Etten, &, Angel, Olsen,9832,Tuesday,21
7410,G:\MP3,"Cha Wa, Alvin Youngblood Hart Cerys 240521",mp3,2516,240521,24/05/2021,6,MP3/2516,Ce/ry/s,24/05/2021,24/05/2021, , , , , , , , ,Tuesday,21,Cha ," Wa,", Alvin, Youngblood, Hart, Cerys,2516,Tuesday,21
7411,G:\MP3,Ronnie Barker Coirbett Pint of Bitter V0.02 PM Mix  240521,mp3,9434,240521,24/05/2021,10,MP3/9434,24/05/2002,24/05/2021,24/05/2021, Mix, , , , , , PM, ,Tuesday,21,Ronnie , Barker, Coirbett, Pint, of, Bitter,9434,Tuesday,21
7412,G:\MP3,Ronnie Barker Coirbett Pint of Bitter V0.03 PM Mix  240521,mp3,9435,240521,24/05/2021,10,MP3/9435,24/05/2002,24/05/2021,24/05/2021, Mix, , , , , , PM, ,Tuesday,21,Ronnie , Barker, Coirbett, Pint, of, Bitter,9435,Tuesday,21
7413,G:\MP3,Ronnie Barker Ronnie Corbett Pint of Bitter V0.03 PM Mix  240521,mp3,9437,240521,24/05/2021,11,MP3/9437,24/05/2002,24/05/2021,24/05/2021, Mix, , , , , , PM, ,Tuesday,21,Ronnie , Barker, Ronnie, Corbett, Pint, of,9437,Tuesday,21
7414,G:\MP3,Everlong by Foo Fighters Jo Wiley 240521,mp3,3815,240521,24/05/2021,6,MP3/3815,Wi/le/y,24/05/2021,24/05/2021, , , , , , , , ,Tuesday,21,Everlong , by, Foo, Fighters, Jo, Wiley,3815,Tuesday,21
7415,G:\MP3,Foo Fighters Everlong Jo Wiley 240521,mp3,4066,240521,24/05/2021,5,MP3/4066,Wi/le/y,24/05/2021,24/05/2021, , , , , , , , ,Tuesday,21,Foo , Fighters, Everlong, Jo, Wiley,,4066,Tuesday,21
7416,G:\MP3,Lana Del Rey Blue Bannisters Jo Whiley 240521,mp3,6177,240521,24/05/2021,7,MP3/6177,Wh/il/ey,24/05/2021,24/05/2021, , , , , , , , ,Tuesday,21,Lana , Del, Rey, Blue, Bannisters, Jo,6177,Tuesday,21
7417,G:\MP3,Garath Southgate v2 Times 240522 (1),mp3,4233,-1,24/05/2022,5,MP3/4233,24/05/2022,24/05/2022,22/ (/201), , , , , , , , ,Wednesday,21,Garath , Southgate, v2, Times,240522,,4233,Wednesday,21
7418,G:\MP3,Jack Grealish calls Micah Richards v2 live on air 240522 (1),mp3,5397,-1,24/05/2022,10,MP3/5397,24/05/2022,24/05/2022,22/ (/201), , , , , , , , ,Wednesday,21,Jack , Grealish, calls, Micah, Richards, v2,5397,Wednesday,21
7419,G:\MP3,Jane Wato v3 240522 (1),mp3,5466,-1,24/05/2022,4,MP3/5466,24/05/2022,24/05/2022,22/ (/201), , , , Wato, , , , ,Wednesday,21,Jane , Wato, v3,240522,,,5466,Wednesday,21
7420,G:\MP3,Jane Wato v3 240522,mp3,5467,240522,24/05/2022,3,MP3/5467,v3/ 2/40,24/05/2022,24/05/2022, , , , Wato, , , , ,Wednesday,21,Jane , Wato, v3,,,,5467,Wednesday,21
7421,G:\MP3,President Biden v3 Times 0930am 240522,mp3,8586,240522,24/05/2022,5,MP3/8586,09/30/am,24/05/2022,24/05/2022, , , , , , , , ,Wednesday,21,President , Biden, v3, Times, 0930am,,8586,Wednesday,21
7422,G:\MP3,President Biden v3b Times 0930am 240522,mp3,8587,240522,24/05/2022,5,MP3/8587,09/30/am,24/05/2022,24/05/2022, , , , , , , , ,Wednesday,21,President , Biden, v3b, Times, 0930am,,8587,Wednesday,21
7423,G:\MP3,Sir Roger Gale v2 Wato 240522,mp3,10049,240522,24/05/2022,5,MP3/10049,Wa/to/ 2,24/05/2022,24/05/2022, , , , Wato, , , , ,Wednesday,21,Sir , Roger, Gale, v2, Wato,,10049,Wednesday,21
7424,G:\MP3,Sir Roger Gale v3 Wato 240522,mp3,10050,240522,24/05/2022,5,MP3/10050,Wa/to/ 2,24/05/2022,24/05/2022, , , , Wato, , , , ,Wednesday,21,Sir , Roger, Gale, v3, Wato,,10050,Wednesday,21
7425,G:\MP3,Jack Grealish calls Micah Richards v2 live on air 240522,mp3,5398,240522,24/05/2022,9,MP3/5398,ai/r /24,24/05/2022,24/05/2022, , , , , , , , ,Wednesday,21,Jack , Grealish, calls, Micah, Richards, v2,5398,Wednesday,21
7426,G:\MP3,1900 Times Radio v2 News 240522,mp3,308,240522,24/05/2022,5,MP3/308,Ne/ws/ 2,24/05/2022,24/05/2022, , , , , , , , ,Wednesday,21,1900, Times, Radio, v2, News,,308,Wednesday,21
7427,G:\MP3,Garath Southgate v2 Times 240522,mp3,4234,240522,24/05/2022,4,MP3/4234,Ti/me/s,24/05/2022,24/05/2022, , , , , , , , ,Wednesday,21,Garath , Southgate, v2, Times,,,4234,Wednesday,21
7428,G:\MP3,IggyPop240616,mp3,5161,#CALC!,24/06/2016,1,MP3/5161,24/06/2016,24/06/2016,24/06/2016, , , , , , , , ,Saturday,25,,,,,,,5161,Saturday,25
7429,G:\MP3,Fart 240619,mp3,3932,240619,24/06/2019,1,MP3/3932,,24/06/2019,24/06/2019, , , , , , , , ,Tuesday,26,Fart ,,,,,,3932,Tuesday,26
7430,G:\MP3,Pop Francis 240620 swav,mp3,8515,swav,24/06/2020,3,MP3/8515,24/06/2020,24/06/2020, , , , , , , , , ,Thursday,26,Pop , Francis,240620,,,,8515,Thursday,26
7431,G:\MP3,Jeremy Hunt PM R4 Mix 240620 96kbps,mp3,5545,96kbps,24/06/2020,6,MP3/5545,24/06/2020,24/06/2020, , Mix, , , , , , PM, ,Thursday,26,Jeremy , Hunt, PM, R4, Mix,240620,5545,Thursday,26
7432,G:\MP3,Rethink Essay - Emma Dabiri  - Writer dont touch my hair PM R4 Mix 240620 56kbps,mp3,9268,56kbps,24/06/2020,16,MP3/9268,24/06/2020,24/06/2020, , Mix, , , , , , PM, ,Thursday,26,Rethink , Essay, -, Emma, Dabiri, ,9268,Thursday,26
7433,G:\MP3,Jeremy Hunt PM R4 Mix 240620,mp3,5546,240620,24/06/2020,5,MP3/5546,Mi/x /24,24/06/2020,24/06/2020, Mix, , , , , , PM, ,Thursday,26,Jeremy , Hunt, PM, R4, Mix,,5546,Thursday,26
7434,G:\MP3,Moral MazeR4 Mix  240620,mp3,7364,240620,24/06/2020,4,MP3/7364,24/06/2002,24/06/2020,24/06/2020, Mix, , , , , , , ,Thursday,26,Moral , MazeR4, Mix, ,,,7364,Thursday,26
7435,G:\MP3,Rethink Essay - Writer dont touch my hair emma dabiri PM R4 Mix 240620,mp3,9269,240620,24/06/2020,13,MP3/9269,Mi/x /24,24/06/2020,24/06/2020, Mix, , , , , , PM, ,Thursday,26,Rethink , Essay, -, Writer, dont, touch,9269,Thursday,26
7436,G:\MP3,Writer dont touch my hair emma dabiri Essay PM R4 Mix 240620,mp3,12432,240620,24/06/2020,11,MP3/12432,Mi/x /24,24/06/2020,24/06/2020, Mix, , , , , , PM, ,Thursday,26,Writer , dont, touch, my, hair, emma,12432,Thursday,26
7437,G:\MP3,PM  Feat Over the Bow Ship sticking up DoDo values News  R4 v0.02 Mix 1400  240621,mp3,8345,240621,24/06/2021,18,MP3/8345,24/06/2002,24/06/2021,24/06/2021, Mix, , , , , , , ,Friday,25,PM , , Feat, Over, the, Bow,8345,Friday,25
7438,G:\MP3,Arctic Monkeys -  Are You Mine Glastonbury Set R1 240621,mp3,1253,240621,24/06/2021,10,MP3/1253,R1/ 2/40,24/06/2021,24/06/2021, , , , , , , , ,Friday,25,Arctic , Monkeys, -, , Are, You,1253,Friday,25
7439,G:\MP3,Black Sea Putin Sergy Ripcoff News v0.03 Mix 1808 240621,mp3,1940,240621,24/06/2021,9,MP3/1940,18/08/2002,24/06/2021,24/06/2021, Mix, , , , , , , ,Friday,25,Black , Sea, Putin, Sergy, Ripcoff, News,1940,Friday,25
7440,G:\MP3,Roberto Burioni  PM Mix V0.02 c 240621,mp3,9370,240621,24/06/2021,7,MP3/9370,c /24/06,24/06/2021,24/06/2021, Mix, , , , , , PM, ,Friday,25,Roberto , Burioni, , PM, Mix, V0.02,9370,Friday,25
7441,G:\MP3,Roberto Burioni Qs PM Mix V0.02 c 240621,mp3,9372,240621,24/06/2021,7,MP3/9372,c /24/06,24/06/2021,24/06/2021, Mix, , , , , , PM, ,Friday,25,Roberto , Burioni, Qs, PM, Mix, V0.02,9372,Friday,25
7442,G:\MP3,Angela Merkle PM 240621,mp3,1127,240621,24/06/2021,3,MP3/1127,PM/ 2/40,24/06/2021,24/06/2021, , , , , , , PM, ,Friday,25,Angela , Merkle, PM,,,,1127,Friday,25
7443,G:\MP3,Nick Beak Portugal Restiction Brussels Corrpondent Angela Mercle V0.02 Mix PM 240621,mp3,7703,240621,24/06/2021,11,MP3/7703,PM/ 2/40,24/06/2021,24/06/2021, Mix, , , , , , PM, ,Friday,25,Nick , Beak, Portugal, Restiction, Brussels, Corrpondent,7703,Friday,25
7444,G:\MP3,Juan Manuel Costa Ibiza Wato 240621,mp3,5823,240621,24/06/2021,5,MP3/5823,Wa/to/ 2,24/06/2021,24/06/2021, , , , Wato, , , , ,Friday,25,Juan , Manuel, Costa, Ibiza, Wato,,5823,Friday,25
7445,G:\MP3,Manuel Costa Ibiza Wato 240621,mp3,6695,240621,24/06/2021,4,MP3/6695,Wa/to/ 2,24/06/2021,24/06/2021, , , , Wato, , , , ,Friday,25,Manuel , Costa, Ibiza, Wato,,,6695,Friday,25
7446,G:\MP3,Angela Merkle PM v0.02 Mix  240621,mp3,1128,240621,24/06/2021,6,MP3/1128,24/06/2002,24/06/2021,24/06/2021, Mix, , , , , , PM, ,Friday,25,Angela , Merkle, PM, v0.02, Mix, ,1128,Friday,25
7447,G:\MP3,Archers Rt Hon PM 1400 News (Jane Steel ck) R4 v0.03 Mix 240621,mp3,1247,240621,24/06/2021,12,MP3/1247,Mi/x /24,24/06/2021,24/06/2021, Mix, , , , , , PM, ,Friday,25,Archers , Rt, Hon, PM,1400, News,1247,Friday,25
7448,G:\MP3,Proffessor Paul Garner Long Covid Wato v0.0 Mix  240621,mp3,8778,240621,24/06/2021,9,MP3/8778,24/06/2002,24/06/2021,24/06/2021, Mix, , , Wato, , , , ,Friday,25,Proffessor , Paul, Garner, Long, Covid, Wato,8778,Friday,25
7449,G:\MP3,Proffessor Paul Garner Long Covid Wato v0.1 Mix  240621,mp3,8779,240621,24/06/2021,9,MP3/8779,24/06/2002,24/06/2021,24/06/2021, Mix, , , Wato, , , , ,Friday,25,Proffessor , Paul, Garner, Long, Covid, Wato,8779,Friday,25
7450,G:\MP3,Proffessor Paul Garner Long Covid Wato v0.2 Mix  240621,mp3,8780,240621,24/06/2021,9,MP3/8780,24/06/2002,24/06/2021,24/06/2021, Mix, , , Wato, , , , ,Friday,25,Proffessor , Paul, Garner, Long, Covid, Wato,8780,Friday,25
7451,G:\MP3,Roberto Burioni  PM v0.02 Mix  240621,mp3,9371,240621,24/06/2021,7,MP3/9371,24/06/2002,24/06/2021,24/06/2021, Mix, , , , , , PM, ,Friday,25,Roberto , Burioni, , PM, v0.02, Mix,9371,Friday,25
7452,G:\MP3,Sonic Hedgehoge Wato v0.01 Mix 240621,mp3,10213,240621,24/06/2021,5,MP3/10213,Mi/x /24,24/06/2021,24/06/2021, Mix, , , Wato, , , , ,Friday,25,Sonic , Hedgehoge, Wato, v0.01, Mix,,10213,Friday,25
7453,G:\MP3,Sonic Hedgehoge Wato v0.02 Mix 240621,mp3,10214,240621,24/06/2021,5,MP3/10214,Mi/x /24,24/06/2021,24/06/2021, Mix, , , Wato, , , , ,Friday,25,Sonic , Hedgehoge, Wato, v0.02, Mix,,10214,Friday,25
7454,G:\MP3,Sonic Hedgehoge Wato v0.03 Mix 240621,mp3,10215,240621,24/06/2021,5,MP3/10215,Mi/x /24,24/06/2021,24/06/2021, Mix, , , Wato, , , , ,Friday,25,Sonic , Hedgehoge, Wato, v0.03, Mix,,10215,Friday,25
7455,G:\MP3,A Wato Und 2406521,mp3,733,2406521,24/06/2052,3,MP3/733,00/01/1900,24/06/2052, , , , , Wato, , , , ,Tuesday,26,A , Wato, Und,,,,733,Tuesday,26
7456,G:\MP3,A Wato Und 2406521 (1),mp3,732,-1,24/06/2052,4,MP3/732,24/06/1952,24/06/2052,21/ (/201), , , , Wato, , , , ,Tuesday,26,A , Wato, Und,2406521,,,732,Tuesday,26
7457,G:\MP3,R4 Swans 1818 241018,mp3,9065,241018,24/10/2018,3,MP3/9065,18/18/ 2,24/10/2018,24/10/2018, , , , , , , , ,Thursday,43,R4 , Swans,1818,,,,9065,Thursday,43
7458,G:\MP3,Life On Mars Q David Bowie 241018,mp3,6332,241018,24/10/2018,6,MP3/6332,Bo/wi/e,24/10/2018,24/10/2018, , , , , , , , ,Thursday,43,Life , On, Mars, Q, David, Bowie,6332,Thursday,43
7459,G:\MP3,Robert Burns In our Time 241019,mp3,9358,241019,24/10/2019,5,MP3/9358,Ti/me/ 2,24/10/2019,24/10/2019, , , , , , , , ,Friday,43,Robert , Burns, In, our, Time,,9358,Friday,43
7460,G:\MP3,R4 Today 241019,mp3,9072,241019,24/10/2019,2,MP3/9072,To/da/y,24/10/2019,24/10/2019, , , , , , , , Today,Friday,43,R4 , Today,,,,,9072,Friday,43
7461,G:\MP3,Bleeding Walls 1533 Sat 241020,mp3,1955,241020,24/10/2020,4,MP3/1955,Sa/t /24,24/10/2020,24/10/2020, , , , , , , , ,Sunday,43,Bleeding , Walls,1533, Sat,,,1955,Sunday,43
7462,G:\MP3,9 seconds recovered of B2B Bleeding Walls 1533 Sat Mix 241020,mp3,654,241020,24/10/2020,10,MP3/654,Mi/x /24,24/10/2020,24/10/2020, Mix, , , , , , , ,Sunday,43,9, seconds, recovered, of, B2B, Bleeding,654,Sunday,43
7463,G:\MP3,Jurgan Klop with Gary Flintoff Robbie Savage 606 Liv 5 Man Utd 0  v0.0 Mix 241021,mp3,5878,241021,24/10/2021,16,MP3/5878,Mi/x /24,24/10/2021,24/10/2021, Mix, , , , , , , ,Monday,42,Jurgan , Klop, with, Gary, Flintoff, Robbie,5878,Monday,42
7464,G:\MP3,Malarky Malarky Angela 241118,mp3,6638,241118,24/11/2018,3,MP3/6638,An/ge/la,24/11/2018,24/11/2018, , , , , , , , ,Sunday,47,Malarky , Malarky, Angela,,,,6638,Sunday,47
7465,G:\MP3,You've Got Me Dangling On A String by Chairman of the Board 241118,mp3,12500,241118,24/11/2018,12,MP3/12500,Bo/ar/d,24/11/2018,24/11/2018, , , , , , , , ,Sunday,47,You've , Got, Me, Dangling, On, A,12500,Sunday,47
7466,G:\MP3,You_ve Got Me Dangling On A String by Chairman of the Board 241118,mp3,12512,241118,24/11/2018,12,MP3/12512,Bo/ar/d,24/11/2018,24/11/2018, , , , , , , , ,Sunday,47,You_ve , Got, Me, Dangling, On, A,12512,Sunday,47
7467,G:\MP3,Lost WIthout You by Freya Ridings 241118,mp3,6520,241118,24/11/2018,6,MP3/6520,Ri/di/ng,24/11/2018,24/11/2018, , , , , , , , ,Sunday,47,Lost , WIthout, You, by, Freya, Ridings,6520,Sunday,47
7468,G:\MP3,Frount Row  Clive James 80 Sir Jonathan Miller 85 241119,mp3,4174,241119,24/11/2019,10,MP3/4174,85/ 2/41,24/11/2019,24/11/2019, , , , , , , , ,Monday,47,Frount , Row, , Clive, James,80,4174,Monday,47
7469,G:\MP3,Royal Archive 241119,mp3,9476,241119,24/11/2019,2,MP3/9476,Ar/ch/iv,24/11/2019,24/11/2019, , , , , , , , ,Monday,47,Royal , Archive,,,,,9476,Monday,47
7470,G:\MP3,Alex-Prosser-Snelling BH 241119,mp3,906,241119,24/11/2019,2,MP3/906,BH/ 2/41,24/11/2019,24/11/2019, , , , , , , , ,Monday,47,Alex-Prosser-Snelling , BH,,,,,906,Monday,47
7471,G:\MP3,Taylor Swift Insta ec warr saw 4 241121.wav,mp3,10633,241121.wav,24/11/2021,7,MP3/10633,4 /24/11,24/11/2021,21/.w/20av, , , , , , , , ,Thursday,47,Taylor , Swift, Insta, ec, warr, saw,10633,Thursday,47
7472,G:\MP3,Trump 241219 Vase,mp3,11584,Vase,24/12/2019,2,MP3/11584,24/12/2019,24/12/2019, , , , , , , , , ,Wednesday,52,Trump ,241219,,,,,11584,Wednesday,52
7473,G:\MP3,Chalie Brown PM 241219,mp3,2517,241219,24/12/2019,3,MP3/2517,PM/ 2/41,24/12/2019,24/12/2019, , , , , , , PM, ,Wednesday,52,Chalie , Brown, PM,,,,2517,Wednesday,52
7474,G:\MP3,All To Well v0.01 Taylor Swift clip v0.03 241221,mp3,947,241221,24/12/2021,8,MP3/947,v0/.0/3,24/12/2021,24/12/2021, , , , , , , , ,Saturday,51,All , To, Well, v0.01, Taylor, Swift,947,Saturday,51
7475,G:\MP3,Yolande Nell Jerusalem Israel  middle east correspondent Pm Mix 2500221 (96kbps),mp3,12472,(96kbps),25/00/2022,11,MP3/12472,25/00/22,25/00/2022, , Mix, , , , , , Pm, ,,,Yolande , Nell, Jerusalem, Israel, , middle,12472,,
7476,G:\MP3,R4 Birmingham Bomming Inquest 250219,mp3,9030,250219,25/02/2019,4,MP3/9030,In/qu/es,25/02/2019,25/02/2019, , , , , , , , ,Tuesday,9,R4 , Birmingham, Bomming, Inquest,,,9030,Tuesday,9
7477,G:\MP3,Abbey RoadCrXin Greta Mix Tyler Swift The Man 250220 (1),mp3,756,-1,25/02/2020,9,MP3/756,25/02/2020,25/02/2020,20/ (/201), Mix, , Greta, , , , , ,Wednesday,9,Abbey , RoadCrXin, Greta, Mix, Tyler, Swift,756,Wednesday,9
7478,G:\MP3,Its a  backroads Pink Kelly footed Geese Cal   cigar Billy Goal 1896 Mix 250220 (1),mp3,5345,-1,25/02/2020,17,MP3/5345,25/02/2020,25/02/2020,20/ (/201), Mix, , , , , , , ,Wednesday,9,Its , a, , backroads, Pink, Kelly,5345,Wednesday,9
7479,G:\MP3,Abbey RoadCrXin Greta Mix Tyler Swift The Man 250220,mp3,757,250220,25/02/2020,8,MP3/757,Ma/n /25,25/02/2020,25/02/2020, Mix, , Greta, , , , , ,Wednesday,9,Abbey , RoadCrXin, Greta, Mix, Tyler, Swift,757,Wednesday,9
7480,G:\MP3,Its a  backroads Pink Kelly footed Geese Cal   cigar Billy Goal 1896 Mix 250220,mp3,5346,250220,25/02/2020,16,MP3/5346,Mi/x /25,25/02/2020,25/02/2020, Mix, , , , , , , ,Wednesday,9,Its , a, , backroads, Pink, Kelly,5346,Wednesday,9
